text,label
"What product 's ads claim that it `` eliminates odors , kills household germs , mold , and mildew '' ?",ENTY
What is he doing now ?,DESC
What are the limits to `` self-defense ? '',DESC
What did Walter Huston remove to perform in the movie The Treasure of the Sierra Madre ?,ENTY
What terror of the sea did Johnny Horton sing about ?,ENTY
On what date did Rosa Parks Become a symbol of the civil rights movement for refusing to give up her seat on the bus ?,NUM
What is the origin of the word `` Teddy bear '' ?,DESC
What is the name of a language spoken by the Sioux ?,ENTY
What Caribbean cult did Marcus Garvey originate ?,ENTY
What record company produced the 1978 movie The Wiz ?,HUM
What state is John F. Kennedy buried in ?,LOC
What are the odds of giving birth to twins ?,NUM
How hot should the oven be when baking Peachy Oat Muffins ?,NUM
What plant is rum made from ?,ENTY
What was the price of Varian Associates ' vacuum products division ?,NUM
What color eyes are most sensitive to light ?,ENTY
Who famously rode to warn the people of Massachusetts that the British were coming ?,HUM
Who is Nicolo Paganini ?,HUM
What state in the U.S. has the most blacks ?,LOC
What Stephen King novel is set in a graveyard for pets ?,ENTY
What are people doing to help prevent the extinction of birds ?,DESC
What army 's motto is Blood and Fire ?,HUM
Who starred in Singing in the Rain and The Singing Nun ?,HUM
"How long is the world 's largest ship , in meters ?",NUM
How many films did Ingmar Bergman make ?,NUM
What did a 16th-century Aztec athlete get for putting a rubber ball through a ring ?,ENTY
What kinds of animals are in Cambodia ?,ENTY
How come a doughnut has a hole in it ?,DESC
What mountains lie between the Arkansas and Missouri rivers ?,LOC
How can I find out how much it costs to raise a baby for six months ?,DESC
What is the location of McCarren Airport ?,LOC
How do you use `` farther '' as opposed to `` further '' ?,DESC
How can I get started in writing for television ?,DESC
Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?,HUM
What does Aaron mean ?,DESC
"What desert country borders Saudi Arabia , Iraq and the Persian Gulf ?",LOC
What `` magic '' does Mandrake employ ?,ENTY
What are the top ten all-time money making NFL teams ?,HUM
Tell me what city the Kentucky Horse Park is near ?,LOC
How does it make its colors ?,DESC
Who was the supreme god of Germanic religion ?,HUM
Who shot and killed himself while painting Wheatfield with Crows ?,HUM
"What is the all-time stock high of Apple Computer , and where can I find this information ?",NUM
Where in the Americas is it only 47 miles from the Atlantic to the Pacific ?,LOC
What 's the American dollar equivalent for 8 pounds in the U.K. ?,NUM
What is a plant supplement ?,DESC
Why are there no white lines on pro footballs ?,DESC
When was the internal combustion engine developed ?,NUM
What is a nanometer ?,DESC
What are perfect tenses ?,DESC
What Cruise Line does Kathie Lee Gifford advertise for ?,HUM
What 's the supreme policy-making bureau of the Soviet Communist Party ?,HUM
Who found Hawaii ?,HUM
"Who was in Death of a Salesman original movie , not 1985 ?",HUM
How many penny-farthings are there on a Trivial Pursuit game board ?,NUM
How did water appear on the earth ?,DESC
Name the soft drink that is `` number one in the sun . '',ENTY
Who was the author of the famous fairy tale `` Snow White and Seven Dwarfs '' ?,HUM
Which of the following did not receive a 1983 `` Outstanding Mother Award '' from the National Mother 's Day Committee ?,HUM
How many calories are there in a Big Mac ?,NUM
Who was Darius ?,HUM
What is color ?,DESC
What college did Dikembe Mutombo play basketball for ?,HUM
"What U.S. vice-president once declared : `` If you 've seen one slum , you 've seen them all '' ?",HUM
What is a fear of sourness ?,ENTY
What country is Mount Everest in ?,LOC
How long does a fly live ?,NUM
Who is the prime minister of Japan ?,HUM
In what city is the famed St. Mark 's Square ?,LOC
How can you stop the itch from poison ivy ?,DESC
How many shillings more than 2 were there in a guinea ?,NUM
How many bones are there in the human hand ?,NUM
What do I need to learn to design web pages ?,DESC
What is the fear of cockroaches called ?,ENTY
What animals can live the longest without food ?,ENTY
Who was President of Afghanistan in 1994 ?,HUM
"What country was first to use the airplane as a weapon of war , against the Turks in Libya ?",LOC
What lake is the source of the White Nile ?,LOC
Which type of soda has the greatest amount of caffeine ?,ENTY
Where does the U.S. rank among world countries in area ?,NUM
What is Betsy Ross famous for ?,DESC
What is the root of all evil ?,DESC
Who was the president of Vichy France ?,HUM
"Who killed more people , Hitler or Stalin ?",HUM
What is the most commonly used 1 letter word in the English language ?,ENTY
What beer is ` rockin ' America ? '',ENTY
What does the name `` Sabrina '' mean ?,DESC
What game is fatal to anybody over 21 ?,ENTY
What do you call a book of quotes ?,ENTY
Which Vietnamese terrorist is now a UN delegate in Doonesbury ?,HUM
What U.S. state has the second-longest coastline ?,LOC
What is the most advanced handheld calculator in the world ?,ENTY
What is crabgrass ?,DESC
How many different vegetation zones are there ?,NUM
What comedian created a punch-drunk pugilist named Cauliflower McPugg ?,HUM
Why do roosters sing at five o 'clock in the morning ?,DESC
"Where was helium first discovered , hence its name ?",LOC
What 's the highest hand in straight poker ?,ENTY
What is `` the washed vodka '' ?,DESC
What are those little blue reflectors in the middle of the road for ?,DESC
What was the number of people that Randy Steven Craft was convicted of killing ?,NUM
What are the first names of the famous husband-and-wife acting team of Lunt and Fontanne ?,HUM
What daily newspaper will `` help you see clearer across the USA '' ?,ENTY
What product did Robert Conrad dare people to knock off his shoulder ?,ENTY
Who is the Antichrist ?,HUM
How many elevators do you ride to reach the top floor of the Empire State Building ?,NUM
How many movies has Drew Barrymore been in ?,NUM
What non-conformist abstract painter was dubbed Jack The Dripper by Time ?,HUM
How much folic acid should a pregnant woman get each day ?,NUM
In what U.S. state was the first woman governor elected ?,LOC
What is Michael Jackson 's middle name ?,HUM
"What schools in the Washington , DC NN NN VBP NN NN NN NN .",HUM
How do wasps make their nests ?,DESC
How did U.S.A become involved in the Barbary Wars,DESC
Name the Islamic counterpart to the Red Cross .,ENTY
What kind of tree graces Lebanon 's flag ?,ENTY
What is a specimen of basidiomycetes ?,DESC
What kind of science is cosmology ?,ENTY
What was Michelangelo 's last name ?,HUM
Where is the human skin least sensitive ?,ENTY
What does the name ` Alexandra ' mean ?,DESC
What sport was the first televised in the U.S. ?,ENTY
What is the best selling computer model ever ?,ENTY
What stringed weapon fires a bolt ?,ENTY
In what year did Thatcher become prime minister ?,NUM
What river runs through Liverpool ?,LOC
What Mormon leader was said to have had 27 wives ?,HUM
How long does James Bond like his eggs boiled ?,NUM
Kosovo is a province of what country ?,LOC
In which state are the Mark Twain National Forests ?,LOC
What was the only country in the Western Hemisphere to join the Russian-led boycott of the 1984 Summer Olympics ?,LOC
Who was known as the Time Master in comic books ?,HUM
"What molecules include fluorine , sodium and magnesium ?",ENTY
What court does Bob Woodward describe in The Brethren ?,HUM
How large is Missouri 's population ?,NUM
What 's the motto of the Boy Scouts ?,DESC
What is the speed of the Mississippi River ?,NUM
What condiment do the Dutch dip their French fries in ?,ENTY
What title does comedian Henry Youngman claim ?,HUM
What country was General Douglas McArthur in when he was recalled by President Truman ?,LOC
What day was Pearl Harbor attacked in 1942 ?,NUM
How do you exterminate bees that are in the walls of your home ? Will bee eggs remain over winter ?,DESC
What attorney-general ordered the closing of Alcatraz ?,HUM
What city was Martin Luther King Jr. assassinated in ?,LOC
What caused Harry Houdini 's death ?,DESC
What part of your body contains the corpus callosum ?,ENTY
How can I find out my Moon sign ?,DESC
"What baseball outcome required nine balls in 1879 , eight balls in 1880 and seven balls in 1881 ?",ENTY
What is website of the International Court of Justice ?,LOC
What city has a newspaper called The Plain Dealer ?,LOC
What is the name of the police officer who tried to keep order in Top Cat 's neighborhood ?,HUM
What is a meerkat ?,DESC
What two European countries entered the War of American Independence against the British ?,LOC
Stuart Hamblen is considered to be the first singing cowboy of which medium ?,ENTY
Why did Egyptians shave their eyebrows ?,DESC
Who gave us the `` Rolling Writer '' ?,HUM
What does Venus Retrograde mean ?,DESC
What is a fear of punishment ?,ENTY
How many cubic feet of space does a gallon of water occupy ?,NUM
Where is Ayer 's rock ?,LOC
When was the battle of the Somme fought ?,NUM
What country is the setting for Edgar Allan Poe 's The Pit and the Pendulum ?,LOC
What first name was Nipsy Russell given at birth ?,HUM
What is the origin of the word Marijuana ?,DESC
What is the most common cancer ?,ENTY
How old is Britney Spears ?,NUM
What are the five most popular Usenet groups ?,HUM
CPR is the abbreviation for what ?,ABBR
What country was Brian Boru an 11th-century king of ?,LOC
What is the electronic device used to produce visual displays corresponding to electric signals ?,ENTY
What day is known as the `` national day of prayer '' ?,NUM
What do West Indian steel bands use as instruments ?,ENTY
What is the meaning of `` subaru ? '',DESC
What 's the only East european country not tied to the ruble ?,LOC
How far is it from Phoenix to Blythe ?,NUM
What is a gas release event ?,DESC
How do you pronounce `` Tzimisce '' ?,DESC
"What Argentine revolutionary fought with Castro and died in Bolivia in May , 1979 ?",HUM
How do you convert foot-pounds to foot-inches ?,DESC
What is the name of the gulf between Sweden and Finland ?,LOC
How do I give a good massage ?,DESC
What is a fear of clouds ?,ENTY
Why is Thanksgiving on a Thursday ?,DESC
What 's a male witch called ?,ENTY
What is office automation ?,DESC
"Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?",HUM
What is BPH ?,ABBR
What newspaper serves Salt Lake City ?,ENTY
Where are some great educational resources for parents and teachers ?,LOC
How many Marx Brothers were there ?,NUM
Why did several San Diego schools stop serving apples to students ?,DESC
What city is near the mouth of the Amazon ?,LOC
Where was Lincoln assassinated ?,LOC
What longtime game show host dropped dead while jogging in Central Park in 1984 ?,HUM
